"fed_2012","cog2","LIBELLE","age","sex","licences","value.pop","ratio","lib_federation","id"
123,"44109","NANTES","45_59","h",455,22614,20.1202794728929,"Fédération Française de tennis",615
123,"44109","NANTES","60_74","h",151,12316,12.2604741799285,"Fédération Française de tennis",616
123,"44109","NANTES","5_9","f",165,7196,22.9294052251251,"Fédération Française de tennis",617
123,"44109","NANTES","45_59","all",682,48534,14.0520047801541,"Fédération Française de tennis",618
123,"44109","NANTES","75_99","h",30,7393,4.05789260110916,"Fédération Française de tennis",619
123,"44109","NANTES","0_4","f",0,8001,0,"Fédération Française de tennis",620
123,"44109","NANTES","15_19","all",779,21451,36.3153232949513,"Fédération Française de tennis",621
123,"44109","NANTES","15_19","f",263,11317,23.2393743925068,"Fédération Française de tennis",622
123,"44109","NANTES","60_74","all",217,29235,7.42260988541132,"Fédération Française de tennis",623
123,"44109","NANTES","60_74","f",66,16920,3.90070921985816,"Fédération Française de tennis",624
123,"44109","NANTES","20_29","f",186,31181,5.96517109778391,"Fédération Française de tennis",625
123,"44109","NANTES","30_44","f",338,27534,12.275731822474,"Fédération Française de tennis",626
123,"44109","NANTES","30_44","all",1126,56868,19.800239150313,"Fédération Française de tennis",627
123,"44109","NANTES","75_99","f",10,15255,0.655522779416585,"Fédération Française de tennis",628
123,"44109","NANTES","all","f",1699,150160,11.3145977623868,"Fédération Française de tennis",629
123,"44109","NANTES","75_99","all",40,22648,1.76616036736136,"Fédération Française de tennis",630
124,"44109","NANTES","5_9","h",38,7228,5.25733259546209,"Fédération Française de tennis de Table",631
124,"44109","NANTES","0_4","h",0,8470,0,"Fédération Française de tennis de Table",632
124,"44109","NANTES","15_19","h",110,10134,10.8545490428261,"Fédération Française de tennis de Table",633
124,"44109","NANTES","10_14","h",194,6932,27.9861511829198,"Fédération Française de tennis de Table",634
124,"44109","NANTES","all","h",870,134799,6.45405381345559,"Fédération Française de tennis de Table",635
124,"44109","NANTES","all","all",975,284959,3.42154485382108,"Fédération Française de tennis de Table",636
124,"44109","NANTES","60_74","f",4,16920,0.236406619385343,"Fédération Française de tennis de Table",637
124,"44109","NANTES","5_9","all",44,14424,3.05047143649473,"Fédération Française de tennis de Table",638
124,"44109","NANTES","30_44","h",197,29334,6.71575646008045,"Fédération Française de tennis de Table",639
124,"44109","NANTES","20_29","h",122,30378,4.01606425702811,"Fédération Française de tennis de Table",640
124,"44109","NANTES","0_4","all",0,16471,0,"Fédération Française de tennis de Table",641
124,"44109","NANTES","75_99","f",0,15255,0,"Fédération Française de tennis de Table",642
124,"44109","NANTES","60_74","h",57,12316,4.62812601493992,"Fédération Française de tennis de Table",643
124,"44109","NANTES","10_14","f",13,6837,1.90141875091414,"Fédération Française de tennis de Table",644
124,"44109","NANTES","5_9","f",6,7196,0.833796553640912,"Fédération Française de tennis de Table",645
124,"44109","NANTES","45_59","f",29,25920,1.11882716049383,"Fédération Française de tennis de Table",646
124,"44109","NANTES","0_4","f",0,8001,0,"Fédération Française de tennis de Table",647
124,"44109","NANTES","45_59","h",128,22614,5.66021048907756,"Fédération Française de tennis de Table",648
124,"44109","NANTES","10_14","all",207,13768,15.0348634514817,"Fédération Française de tennis de Table",649
124,"44109","NANTES","75_99","h",24,7393,3.24631408088733,"Fédération Française de tennis de Table",650
124,"44109","NANTES","45_59","all",157,48534,3.23484567519677,"Fédération Française de tennis de Table",651
124,"44109","NANTES","20_29","all",148,61559,2.40419759905132,"Fédération Française de tennis de Table",652
124,"44109","NANTES","15_19","f",12,11317,1.0603516833083,"Fédération Française de tennis de Table",653
124,"44109","NANTES","15_19","all",122,21451,5.68738054169969,"Fédération Française de tennis de Table",654
124,"44109","NANTES","30_44","all",212,56868,3.7279313497925,"Fédération Française de tennis de Table",655
124,"44109","NANTES","60_74","all",61,29235,2.08654010603728,"Fédération Française de tennis de Table",656
124,"44109","NANTES","30_44","f",15,27534,0.544780998038788,"Fédération Française de tennis de Table",657
124,"44109","NANTES","20_29","f",26,31181,0.8338411211956,"Fédération Française de tennis de Table",658
124,"44109","NANTES","75_99","all",24,22648,1.05969622041681,"Fédération Française de tennis de Table",659
124,"44109","NANTES","all","f",105,150160,0.699254128929142,"Fédération Française de tennis de Table",660
125,"44109","NANTES","0_4","h",0,8470,0,"Fédération Française de tir",661
125,"44109","NANTES","0_4","all",0,16471,0,"Fédération Française de tir",662
125,"44109","NANTES","20_29","h",17,30378,0.559615511225229,"Fédération Française de tir",663
125,"44109","NANTES","5_9","h",0,7228,0,"Fédération Française de tir",664
125,"44109","NANTES","all","all",229,284959,0.803624381051309,"Fédération Française de tir",665
125,"44109","NANTES","all","h",205,134799,1.52078279512459,"Fédération Française de tir",666
125,"44109","NANTES","5_9","all",0,14424,0,"Fédération Française de tir",667
125,"44109","NANTES","10_14","h",8,6932,1.15406809001731,"Fédération Française de tir",668
125,"44109","NANTES","15_19","f",1,11317,0.0883626402756914,"Fédération Française de tir",669
125,"44109","NANTES","20_29","all",25,61559,0.406114459299209,"Fédération Française de tir",670
125,"44109","NANTES","60_74","f",6,16920,0.354609929078014,"Fédération Française de tir",671
125,"44109","NANTES","45_59","f",5,25920,0.192901234567901,"Fédération Française de tir",672
125,"44109","NANTES","15_19","h",13,10134,1.28281034142491,"Fédération Française de tir",673
125,"44109","NANTES","75_99","h",11,7393,1.48789395374002,"Fédération Française de tir",674
125,"44109","NANTES","0_4","f",0,8001,0,"Fédération Française de tir",675
125,"44109","NANTES","5_9","f",0,7196,0,"Fédération Française de tir",676
125,"44109","NANTES","75_99","f",1,15255,0.0655522779416585,"Fédération Française de tir",677
125,"44109","NANTES","45_59","h",63,22614,2.78588485009286,"Fédération Française de tir",678
125,"44109","NANTES","45_59","all",69,48534,1.42168376808011,"Fédération Française de tir",679
125,"44109","NANTES","10_14","all",8,13768,0.581057524694945,"Fédération Française de tir",680
125,"44109","NANTES","30_44","h",48,29334,1.6363264471262,"Fédération Française de tir",681
125,"44109","NANTES","75_99","all",12,22648,0.529848110208407,"Fédération Française de tir",682
125,"44109","NANTES","30_44","all",50,56868,0.879229091932194,"Fédération Française de tir",683
125,"44109","NANTES","60_74","all",50,29235,1.7102787754404,"Fédération Française de tir",684
125,"44109","NANTES","10_14","f",0,6837,0,"Fédération Française de tir",685
125,"44109","NANTES","60_74","h",44,12316,3.57258850276064,"Fédération Française de tir",686
125,"44109","NANTES","all","f",24,150160,0.159829515183804,"Fédération Française de tir",687
125,"44109","NANTES","20_29","f",8,31181,0.256566498829415,"Fédération Française de tir",688
125,"44109","NANTES","30_44","f",2,27534,0.0726374664051718,"Fédération Française de tir",689
125,"44109","NANTES","15_19","all",14,21451,0.652650226096685,"Fédération Française de tir",690
126,"44109","NANTES","15_19","h",24,10134,2.36826524570752,"Fédération Française de tir à l'arc",691
126,"44109","NANTES","5_9","h",1,7228,0.138350857775318,"Fédération Française de tir à l'arc",692
126,"44109","NANTES","20_29","all",25,61559,0.406114459299209,"Fédération Française de tir à l'arc",693
126,"44109","NANTES","10_14","h",22,6932,3.17368724754761,"Fédération Française de tir à l'arc",694
126,"44109","NANTES","0_4","all",0,16471,0,"Fédération Française de tir à l'arc",695
126,"44109","NANTES","20_29","h",16,30378,0.526696951741392,"Fédération Française de tir à l'arc",696
126,"44109","NANTES","15_19","f",1,11317,0.0883626402756914,"Fédération Française de tir à l'arc",697
126,"44109","NANTES","all","all",147,284959,0.515863685653024,"Fédération Française de tir à l'arc",698
126,"44109","NANTES","5_9","all",1,14424,0.0693288962839712,"Fédération Française de tir à l'arc",699
126,"44109","NANTES","60_74","f",1,16920,0.0591016548463357,"Fédération Française de tir à l'arc",700
126,"44109","NANTES","45_59","all",22,48534,0.453290476779165,"Fédération Française de tir à l'arc",701
126,"44109","NANTES","5_9","f",0,7196,0,"Fédération Française de tir à l'arc",702
126,"44109","NANTES","10_14","f",7,6837,1.02384086587685,"Fédération Française de tir à l'arc",703
126,"44109","NANTES","all","f",33,150160,0.21976558337773,"Fédération Française de tir à l'arc",704
126,"44109","NANTES","45_59","f",6,25920,0.231481481481481,"Fédération Française de tir à l'arc",705
126,"44109","NANTES","0_4","h",0,8470,0,"Fédération Française de tir à l'arc",706
126,"44109","NANTES","10_14","all",29,13768,2.10633352701917,"Fédération Française de tir à l'arc",707
126,"44109","NANTES","75_99","f",0,15255,0,"Fédération Française de tir à l'arc",708
126,"44109","NANTES","30_44","f",9,27534,0.326868598823273,"Fédération Française de tir à l'arc",709
126,"44109","NANTES","20_29","f",9,31181,0.288637311183092,"Fédération Française de tir à l'arc",710
126,"44109","NANTES","75_99","h",3,7393,0.405789260110916,"Fédération Française de tir à l'arc",711
126,"44109","NANTES","all","h",114,134799,0.845703603142457,"Fédération Française de tir à l'arc",712
126,"44109","NANTES","30_44","h",19,29334,0.647712551987455,"Fédération Française de tir à l'arc",713
126,"44109","NANTES","45_59","h",16,22614,0.707526311134695,"Fédération Française de tir à l'arc",714
126,"44109","NANTES","60_74","all",14,29235,0.478878057123311,"Fédération Française de tir à l'arc",715
126,"44109","NANTES","30_44","all",28,56868,0.492368291482029,"Fédération Française de tir à l'arc",716
126,"44109","NANTES","0_4","f",0,8001,0,"Fédération Française de tir à l'arc",717
126,"44109","NANTES","75_99","all",3,22648,0.132462027552102,"Fédération Française de tir à l'arc",718
126,"44109","NANTES","60_74","h",13,12316,1.05553751217928,"Fédération Française de tir à l'arc",719
126,"44109","NANTES","15_19","all",25,21451,1.16544683231551,"Fédération Française de tir à l'arc",720
127,"44109","NANTES","0_4","h",0,8470,0,"Fédération Française de triathlon",721
127,"44109","NANTES","45_59","f",1,25920,0.0385802469135802,"Fédération Française de triathlon",722
127,"44109","NANTES","15_19","h",8,10134,0.789421748569173,"Fédération Française de triathlon",723
127,"44109","NANTES","5_9","h",0,7228,0,"Fédération Française de triathlon",724
127,"44109","NANTES","all","h",165,134799,1.22404468875882,"Fédération Française de triathlon",725
127,"44109","NANTES","10_14","h",2,6932,0.288517022504328,"Fédération Française de triathlon",726
127,"44109","NANTES","0_4","all",0,16471,0,"Fédération Française de triathlon",727
127,"44109","NANTES","20_29","h",31,30378,1.02047534399895,"Fédération Française de triathlon",728
127,"44109","NANTES","20_29","all",32,61559,0.519826507902987,"Fédération Française de triathlon",729
127,"44109","NANTES","10_14","f",2,6837,0.292525961679099,"Fédération Française de triathlon",730
127,"44109","NANTES","5_9","f",0,7196,0,"Fédération Française de triathlon",731
127,"44109","NANTES","5_9","all",0,14424,0,"Fédération Française de triathlon",732
127,"44109","NANTES","45_59","all",39,48534,0.803560390653975,"Fédération Française de triathlon",733
127,"44109","NANTES","0_4","f",0,8001,0,"Fédération Française de triathlon",734
127,"44109","NANTES","all","all",185,284959,0.649216203032717,"Fédération Française de triathlon",735
127,"44109","NANTES","75_99","all",0,22648,0,"Fédération Française de triathlon",736
127,"44109","NANTES","60_74","f",0,16920,0,"Fédération Française de triathlon",737
127,"44109","NANTES","75_99","h",0,7393,0,"Fédération Française de triathlon",738
127,"44109","NANTES","15_19","f",2,11317,0.176725280551383,"Fédération Française de triathlon",739
127,"44109","NANTES","10_14","all",4,13768,0.290528762347472,"Fédération Française de triathlon",740
127,"44109","NANTES","all","f",20,150160,0.13319126265317,"Fédération Française de triathlon",741
127,"44109","NANTES","30_44","f",14,27534,0.508462264836202,"Fédération Française de triathlon",742
127,"44109","NANTES","20_29","f",1,31181,0.0320708123536769,"Fédération Française de triathlon",743
127,"44109","NANTES","30_44","all",94,56868,1.65295069283252,"Fédération Française de triathlon",744
127,"44109","NANTES","75_99","f",0,15255,0,"Fédération Française de triathlon",745
127,"44109","NANTES","30_44","h",80,29334,2.72721074521034,"Fédération Française de triathlon",746
127,"44109","NANTES","45_59","h",38,22614,1.6803749889449,"Fédération Française de triathlon",747
127,"44109","NANTES","60_74","all",5,29235,0.17102787754404,"Fédération Française de triathlon",748
127,"44109","NANTES","15_19","all",10,21451,0.466178732926204,"Fédération Française de triathlon",749
127,"44109","NANTES","60_74","h",5,12316,0.4059759662228,"Fédération Française de triathlon",750
128,"44109","NANTES","10_14","h",461,6932,66.5031736872476,"Fédération Française de voile",751
128,"44109","NANTES","all","h",2168,134799,16.083205365025,"Fédération Française de voile",752
128,"44109","NANTES","all","all",3101,284959,10.8822672735376,"Fédération Française de voile",753
128,"44109","NANTES","15_19","h",189,10134,18.6500888099467,"Fédération Française de voile",754
128,"44109","NANTES","5_9","all",488,14424,33.8325013865779,"Fédération Française de voile",755
128,"44109","NANTES","60_74","f",9,16920,0.531914893617021,"Fédération Française de voile",756
128,"44109","NANTES","15_19","f",152,11317,13.4311213219051,"Fédération Française de voile",757
128,"44109","NANTES","0_4","all",12,16471,0.72855321474106,"Fédération Française de voile",758
128,"44109","NANTES","5_9","h",314,7228,43.4421693414499,"Fédération Française de voile",759
128,"44109","NANTES","20_29","h",320,30378,10.5339390348278,"Fédération Française de voile",760
128,"44109","NANTES","0_4","f",4,8001,0.499937507811524,"Fédération Française de voile",761
128,"44109","NANTES","5_9","f",174,7196,24.1801000555864,"Fédération Française de voile",762
128,"44109","NANTES","30_44","h",386,29334,13.1587918456399,"Fédération Française de voile",763
128,"44109","NANTES","0_4","h",8,8470,0.944510035419126,"Fédération Française de voile",764
128,"44109","NANTES","45_59","all",439,48534,9.04520542300243,"Fédération Française de voile",765
128,"44109","NANTES","60_74","all",139,29235,4.7545749957243,"Fédération Française de voile",766
128,"44109","NANTES","all","f",932,150160,6.20671283963772,"Fédération Française de voile",767
128,"44109","NANTES","10_14","all",768,13768,55.7815223707147,"Fédération Française de voile",768
128,"44109","NANTES","75_99","f",0,15255,0,"Fédération Française de voile",769
128,"44109","NANTES","15_19","all",341,21451,15.8966947927836,"Fédération Française de voile",770
128,"44109","NANTES","20_29","all",417,61559,6.7739891811108,"Fédération Française de voile",771
128,"44109","NANTES","45_59","f",85,25920,3.27932098765432,"Fédération Française de voile",772
128,"44109","NANTES","10_14","f",307,6837,44.9027351177417,"Fédération Française de voile",773
128,"44109","NANTES","20_29","f",97,31181,3.11086879830666,"Fédération Française de voile",774
128,"44109","NANTES","45_59","h",354,22614,15.6540196338551,"Fédération Française de voile",775
128,"44109","NANTES","75_99","all",7,22648,0.309078064288237,"Fédération Française de voile",776
128,"44109","NANTES","75_99","h",7,7393,0.94684160692547,"Fédération Française de voile",777
128,"44109","NANTES","60_74","h",130,12316,10.5553751217928,"Fédération Française de voile",778
128,"44109","NANTES","30_44","f",105,27534,3.81346698627152,"Fédération Française de voile",779
128,"44109","NANTES","30_44","all",491,56868,8.63402968277414,"Fédération Française de voile",780
129,"44109","NANTES","75_99","f",0,15255,0,"Fédération Française de volleyball",781
129,"44109","NANTES","60_74","f",2,16920,0.118203309692671,"Fédération Française de volleyball",782
129,"44109","NANTES","0_4","all",2,16471,0.121425535790177,"Fédération Française de volleyball",783
129,"44109","NANTES","all","all",599,284959,2.10205678711674,"Fédération Française de volleyball",784
129,"44109","NANTES","5_9","h",11,7228,1.5218594355285,"Fédération Française de volleyball",785
129,"44109","NANTES","15_19","f",54,11317,4.77158257488734,"Fédération Française de volleyball",786
129,"44109","NANTES","0_4","h",2,8470,0.236127508854782,"Fédération Française de volleyball",787
129,"44109","NANTES","5_9","all",20,14424,1.38657792567942,"Fédération Française de volleyball",788
129,"44109","NANTES","20_29","h",103,30378,3.39061162683521,"Fédération Française de volleyball",789
129,"44109","NANTES","15_19","h",44,10134,4.34181961713045,"Fédération Française de volleyball",790
129,"44109","NANTES","all","h",362,134799,2.68547986261026,"Fédération Française de volleyball",791
129,"44109","NANTES","45_59","f",12,25920,0.462962962962963,"Fédération Française de volleyball",792
129,"44109","NANTES","10_14","h",24,6932,3.46220427005193,"Fédération Française de volleyball",793
129,"44109","NANTES","0_4","f",0,8001,0,"Fédération Française de volleyball",794
129,"44109","NANTES","60_74","h",7,12316,0.568366352711919,"Fédération Française de volleyball",795
129,"44109","NANTES","30_44","h",136,29334,4.63625826685757,"Fédération Française de volleyball",796
129,"44109","NANTES","10_14","all",55,13768,3.99477048227775,"Fédération Française de volleyball",797
129,"44109","NANTES","75_99","h",1,7393,0.135263086703639,"Fédération Française de volleyball",798
129,"44109","NANTES","45_59","all",45,48534,0.927185066139201,"Fédération Française de volleyball",799
129,"44109","NANTES","20_29","all",183,61559,2.97275784207021,"Fédération Française de volleyball",800
129,"44109","NANTES","5_9","f",9,7196,1.25069483046137,"Fédération Française de volleyball",801
129,"44109","NANTES","15_19","all",98,21451,4.5685515826768,"Fédération Française de volleyball",802
129,"44109","NANTES","30_44","all",185,56868,3.25314764014912,"Fédération Française de volleyball",803
129,"44109","NANTES","60_74","all",9,29235,0.307850179579271,"Fédération Française de volleyball",804
129,"44109","NANTES","45_59","h",33,22614,1.45927301671531,"Fédération Française de volleyball",805
129,"44109","NANTES","10_14","f",31,6837,4.53415240602603,"Fédération Française de volleyball",806
129,"44109","NANTES","75_99","all",1,22648,0.0441540091840339,"Fédération Française de volleyball",807
129,"44109","NANTES","20_29","f",79,31181,2.53359417594048,"Fédération Française de volleyball",808
129,"44109","NANTES","all","f",237,150160,1.57831646244006,"Fédération Française de volleyball",809
129,"44109","NANTES","30_44","f",49,27534,1.77961792692671,"Fédération Française de volleyball",810
131,"44109","NANTES","all","all",158,284959,0.554465730157672,"Fédération Française de hockey sur glace",811
131,"44109","NANTES","30_44","h",19,29334,0.647712551987455,"Fédération Française de hockey sur glace",812
131,"44109","NANTES","0_4","h",1,8470,0.118063754427391,"Fédération Française de hockey sur glace",813
131,"44109","NANTES","10_14","h",19,6932,2.74091171379111,"Fédération Française de hockey sur glace",814
131,"44109","NANTES","45_59","f",6,25920,0.231481481481481,"Fédération Française de hockey sur glace",815
131,"44109","NANTES","60_74","f",2,16920,0.118203309692671,"Fédération Française de hockey sur glace",816
131,"44109","NANTES","5_9","h",28,7228,3.87382401770891,"Fédération Française de hockey sur glace",817
131,"44109","NANTES","0_4","all",1,16471,0.0607127678950883,"Fédération Française de hockey sur glace",818
131,"44109","NANTES","20_29","h",42,30378,1.38257949832115,"Fédération Française de hockey sur glace",819
131,"44109","NANTES","0_4","f",0,8001,0,"Fédération Française de hockey sur glace",820
131,"44109","NANTES","15_19","f",4,11317,0.353450561102766,"Fédération Française de hockey sur glace",821
131,"44109","NANTES","15_19","h",21,10134,2.07223208999408,"Fédération Française de hockey sur glace",822
131,"44109","NANTES","10_14","f",0,6837,0,"Fédération Française de hockey sur glace",823
131,"44109","NANTES","75_99","f",0,15255,0,"Fédération Française de hockey sur glace",824
131,"44109","NANTES","45_59","h",6,22614,0.265322366675511,"Fédération Française de hockey sur glace",825
131,"44109","NANTES","5_9","f",1,7196,0.138966092273485,"Fédération Française de hockey sur glace",826
131,"44109","NANTES","5_9","all",29,14424,2.01053799223516,"Fédération Française de hockey sur glace",827
131,"44109","NANTES","10_14","all",19,13768,1.38001162115049,"Fédération Française de hockey sur glace",828
131,"44109","NANTES","75_99","all",0,22648,0,"Fédération Française de hockey sur glace",829
131,"44109","NANTES","20_29","all",48,61559,0.779739761854481,"Fédération Française de hockey sur glace",830
131,"44109","NANTES","45_59","all",12,48534,0.247249350970454,"Fédération Française de hockey sur glace",831
131,"44109","NANTES","20_29","f",6,31181,0.192424874122062,"Fédération Française de hockey sur glace",832
131,"44109","NANTES","15_19","all",25,21451,1.16544683231551,"Fédération Française de hockey sur glace",833
131,"44109","NANTES","all","f",21,150160,0.139850825785828,"Fédération Française de hockey sur glace",834
131,"44109","NANTES","75_99","h",0,7393,0,"Fédération Française de hockey sur glace",835
131,"44109","NANTES","60_74","all",2,29235,0.0684111510176159,"Fédération Française de hockey sur glace",836
131,"44109","NANTES","all","h",137,134799,1.01632801430278,"Fédération Française de hockey sur glace",837
131,"44109","NANTES","60_74","h",0,12316,0,"Fédération Française de hockey sur glace",838
131,"44109","NANTES","30_44","all",21,56868,0.369276218611521,"Fédération Française de hockey sur glace",839
131,"44109","NANTES","30_44","f",2,27534,0.0726374664051718,"Fédération Française de hockey sur glace",840
132,"44109","NANTES","15_19","h",43,10134,4.24314189855931,"Fédération Française de golf",841
132,"44109","NANTES","20_29","h",131,30378,4.31233129238265,"Fédération Française de golf",842
132,"44109","NANTES","0_4","h",0,8470,0,"Fédération Française de golf",843
132,"44109","NANTES","5_9","h",40,7228,5.53403431101273,"Fédération Française de golf",844
132,"44109","NANTES","all","all",2339,284959,8.20819837239743,"Fédération Française de golf",845
132,"44109","NANTES","45_59","f",244,25920,9.41358024691358,"Fédération Française de golf",846
132,"44109","NANTES","30_44","h",411,29334,14.0110452035181,"Fédération Française de golf",847
132,"44109","NANTES","10_14","h",93,6932,13.4160415464512,"Fédération Française de golf",848
132,"44109","NANTES","0_4","all",1,16471,0.0607127678950883,"Fédération Française de golf",849
132,"44109","NANTES","5_9","all",58,14424,4.02107598447033,"Fédération Française de golf",850
132,"44109","NANTES","5_9","f",18,7196,2.50138966092273,"Fédération Française de golf",851
132,"44109","NANTES","75_99","f",15,15255,0.983284169124877,"Fédération Française de golf",852
132,"44109","NANTES","60_74","f",188,16920,11.1111111111111,"Fédération Française de golf",853
132,"44109","NANTES","10_14","f",34,6837,4.97294134854468,"Fédération Française de golf",854
132,"44109","NANTES","10_14","all",127,13768,9.22428820453225,"Fédération Française de golf",855
132,"44109","NANTES","15_19","all",62,21451,2.89030814414246,"Fédération Française de golf",856
132,"44109","NANTES","20_29","all",158,61559,2.566643382771,"Fédération Française de golf",857
132,"44109","NANTES","15_19","f",19,11317,1.67889016523814,"Fédération Française de golf",858
132,"44109","NANTES","all","h",1689,134799,12.5297665412948,"Fédération Française de golf",859
132,"44109","NANTES","20_29","f",27,31181,0.865911933549277,"Fédération Française de golf",860
132,"44109","NANTES","45_59","h",448,22614,19.8107367117715,"Fédération Française de golf",861
132,"44109","NANTES","0_4","f",1,8001,0.124984376952881,"Fédération Française de golf",862
132,"44109","NANTES","75_99","h",60,7393,8.11578520221831,"Fédération Française de golf",863
132,"44109","NANTES","60_74","h",463,12316,37.5933744722312,"Fédération Française de golf",864
132,"44109","NANTES","45_59","all",692,48534,14.2580459059628,"Fédération Française de golf",865
132,"44109","NANTES","60_74","all",651,29235,22.267829656234,"Fédération Française de golf",866
132,"44109","NANTES","all","f",650,150160,4.32871603622802,"Fédération Française de golf",867
132,"44109","NANTES","75_99","all",75,22648,3.31155068880254,"Fédération Française de golf",868
132,"44109","NANTES","30_44","all",515,56868,9.0560596469016,"Fédération Française de golf",869
132,"44109","NANTES","30_44","f",104,27534,3.77714825306893,"Fédération Française de golf",870
201,"44109","NANTES","0_4","all",0,16471,0,"Fédération Française d'aéromodélisme",871
201,"44109","NANTES","10_14","h",12,6932,1.73110213502597,"Fédération Française d'aéromodélisme",872
201,"44109","NANTES","15_19","h",5,10134,0.493388592855733,"Fédération Française d'aéromodélisme",873
201,"44109","NANTES","20_29","all",1,61559,0.0162445783719684,"Fédération Française d'aéromodélisme",874
201,"44109","NANTES","20_29","h",1,30378,0.032918559483837,"Fédération Française d'aéromodélisme",875
201,"44109","NANTES","15_19","f",0,11317,0,"Fédération Française d'aéromodélisme",876
201,"44109","NANTES","60_74","f",0,16920,0,"Fédération Française d'aéromodélisme",877
201,"44109","NANTES","5_9","all",0,14424,0,"Fédération Française d'aéromodélisme",878
201,"44109","NANTES","all","all",68,284959,0.238630820574188,"Fédération Française d'aéromodélisme",879
201,"44109","NANTES","5_9","h",0,7228,0,"Fédération Française d'aéromodélisme",880
201,"44109","NANTES","75_99","f",0,15255,0,"Fédération Française d'aéromodélisme",881
201,"44109","NANTES","5_9","f",0,7196,0,"Fédération Française d'aéromodélisme",882
201,"44109","NANTES","30_44","h",17,29334,0.579532283357196,"Fédération Française d'aéromodélisme",883
201,"44109","NANTES","45_59","h",12,22614,0.530644733351021,"Fédération Française d'aéromodélisme",884
201,"44109","NANTES","75_99","h",4,7393,0.541052346814554,"Fédération Française d'aéromodélisme",885
201,"44109","NANTES","10_14","all",12,13768,0.871586287042417,"Fédération Française d'aéromodélisme",886
201,"44109","NANTES","10_14","f",0,6837,0,"Fédération Française d'aéromodélisme",887
201,"44109","NANTES","75_99","all",4,22648,0.176616036736136,"Fédération Française d'aéromodélisme",888
201,"44109","NANTES","60_74","h",16,12316,1.29912309191296,"Fédération Française d'aéromodélisme",889
201,"44109","NANTES","0_4","h",0,8470,0,"Fédération Française d'aéromodélisme",890
201,"44109","NANTES","all","h",68,134799,0.504454780821816,"Fédération Française d'aéromodélisme",891
201,"44109","NANTES","15_19","all",5,21451,0.233089366463102,"Fédération Française d'aéromodélisme",892
201,"44109","NANTES","all","f",0,150160,0,"Fédération Française d'aéromodélisme",893
201,"44109","NANTES","20_29","f",0,31181,0,"Fédération Française d'aéromodélisme",894
201,"44109","NANTES","30_44","all",17,56868,0.298937891256946,"Fédération Française d'aéromodélisme",895
201,"44109","NANTES","45_59","f",0,25920,0,"Fédération Française d'aéromodélisme",896
201,"44109","NANTES","0_4","f",0,8001,0,"Fédération Française d'aéromodélisme",897
201,"44109","NANTES","30_44","f",0,27534,0,"Fédération Française d'aéromodélisme",898
201,"44109","NANTES","60_74","all",16,29235,0.547289208140927,"Fédération Française d'aéromodélisme",899
201,"44109","NANTES","45_59","all",12,48534,0.247249350970454,"Fédération Française d'aéromodélisme",900
202,"44109","NANTES","5_9","all",0,14424,0,"Fédération Nationale aéronautique",901
202,"44109","NANTES","20_29","h",47,30378,1.54717229574034,"Fédération Nationale aéronautique",902
202,"44109","NANTES","0_4","all",0,16471,0,"Fédération Nationale aéronautique",903
202,"44109","NANTES","30_44","h",38,29334,1.29542510397491,"Fédération Nationale aéronautique",904
202,"44109","NANTES","10_14","h",0,6932,0,"Fédération Nationale aéronautique",905
202,"44109","NANTES","75_99","f",0,15255,0,"Fédération Nationale aéronautique",906
202,"44109","NANTES","60_74","f",1,16920,0.0591016548463357,"Fédération Nationale aéronautique",907
202,"44109","NANTES","15_19","h",16,10134,1.57884349713835,"Fédération Nationale aéronautique",908
202,"44109","NANTES","20_29","all",48,61559,0.779739761854481,"Fédération Nationale aéronautique",909
202,"44109","NANTES","10_14","all",0,13768,0,"Fédération Nationale aéronautique",910
202,"44109","NANTES","15_19","f",2,11317,0.176725280551383,"Fédération Nationale aéronautique",911
202,"44109","NANTES","all","h",175,134799,1.29822921535026,"Fédération Nationale aéronautique",912
202,"44109","NANTES","5_9","h",0,7228,0,"Fédération Nationale aéronautique",913
202,"44109","NANTES","10_14","f",0,6837,0,"Fédération Nationale aéronautique",914
202,"44109","NANTES","45_59","h",42,22614,1.85725656672858,"Fédération Nationale aéronautique",915
202,"44109","NANTES","all","all",186,284959,0.652725479805867,"Fédération Nationale aéronautique",916
202,"44109","NANTES","45_59","all",45,48534,0.927185066139201,"Fédération Nationale aéronautique",917
202,"44109","NANTES","0_4","h",0,8470,0,"Fédération Nationale aéronautique",918
202,"44109","NANTES","5_9","f",0,7196,0,"Fédération Nationale aéronautique",919
202,"44109","NANTES","60_74","h",30,12316,2.4358557973368,"Fédération Nationale aéronautique",920
202,"44109","NANTES","75_99","all",2,22648,0.0883080183680678,"Fédération Nationale aéronautique",921
202,"44109","NANTES","75_99","h",2,7393,0.270526173407277,"Fédération Nationale aéronautique",922
202,"44109","NANTES","15_19","all",18,21451,0.839121719267167,"Fédération Nationale aéronautique",923
202,"44109","NANTES","all","f",11,150160,0.0732551944592435,"Fédération Nationale aéronautique",924
202,"44109","NANTES","0_4","f",0,8001,0,"Fédération Nationale aéronautique",925
202,"44109","NANTES","45_59","f",3,25920,0.115740740740741,"Fédération Nationale aéronautique",926
202,"44109","NANTES","30_44","all",42,56868,0.738552437223043,"Fédération Nationale aéronautique",927
202,"44109","NANTES","60_74","all",31,29235,1.06037284077305,"Fédération Nationale aéronautique",928
